"top x%","lung cancer death % cutpoint","lung cancer incidence % cutpoint","false positive risk cutpoint"
0.114,5.43726345442754,7.8935192152939,43.4056407060477
0.115,5.40236665304661,7.85289855121469,43.377091543172
0.116,5.38357400600672,7.82685238495641,43.3587109554177
0.117,5.36792249037735,7.78555938801707,43.3294500594382
0.118,5.33308544362227,7.74815307726739,43.3028144027406
0.119,5.30776861525536,7.71820354575361,43.2813992940981
0.12,5.28098952071053,7.69028908451366,43.2613673899296
0.121,5.26334355810344,7.66591743655127,43.2438207140118
0.122,5.24369375183554,7.65047383922911,43.2326741639429
0.123,5.20869412022736,7.62537536520712,43.214512971164
0.124,5.19045302471311,7.56812195812481,43.1728689218198
0.125,5.16783509952123,7.53205539420536,43.146479932017
0.126,5.14218209355446,7.48516617295964,43.1119904279941
0.127,5.11438944570144,7.44559834088582,43.0827245687702
0.128,5.10315756496974,7.42031768157266,43.0639478350921
0.129,5.07926044321487,7.38958207879865,43.0410367307965
0.13,5.06062372333394,7.33639079125497,43.0011698019721
0.131,5.03326247724489,7.31125383549832,42.982233096467
0.132,5.0109580340811,7.26531515595157,42.9474637584966
0.133,4.99068925695634,7.24789687212494,42.9342253565085
0.134,4.97169029621352,7.23313630819536,42.9229830068155
0.135,4.95236951889599,7.18993079257598,42.889948797869
0.136,4.9264747275687,7.17029164187308,42.8748700978612
0.137,4.90673663285398,7.1427269988587,42.8536394117349
0.138,4.88546191870216,7.11374390480329,42.8312313797144
0.139,4.86687923606674,7.07117717002096,42.798162202858
0.14,4.84951552580695,7.05455377605454,42.7851960445807
0.141,4.83508016059963,7.0200526125624,42.758191661578
0.142,4.81591477656865,7.00155562057117,42.7436615063252
0.143,4.79763844405559,6.92969875601777,42.6868639869917
0.144,4.77601500613352,6.89400514173483,42.6584408799132
0.145,4.75264668173261,6.87046147178081,42.6396156583627
0.146,4.7285491495722,6.85050734899131,42.6236121844721
0.147,4.70575284091709,6.8304875824205,42.6075111629673
0.148,4.67180313262815,6.80480563319117,42.5867900344925
0.149,4.65371997938601,6.77564098874689,42.5631679960261
0.15,4.64212730933093,6.7509322244726,42.5430787621373
0.151,4.61854064327155,6.71837233253279,42.5164985389892
0.152,4.60039567009278,6.68462067622928,42.4888150170864
0.153,4.58220762219792,6.65997085505362,42.4685123190157
0.154,4.56595687595765,6.62221923400166,42.4372786387408
0.155,4.53685797533731,6.60672898238725,42.424413533002
0.156,4.52085454768877,6.58766994411329,42.4085448090664
0.157,4.50006308738216,6.56922545049908,42.3931459058407
0.158,4.47871453657116,6.5499902423794,42.3770427543155
0.159,4.45233819102831,6.50529214660815,42.3394475344898
0.16,4.43905465066435,6.48305814703944,42.3206546301056
0.161,4.42305491118547,6.47072635208938,42.3102048166485
0.162,4.40994493265643,6.43572051818426,42.2804372628636
0.163,4.39495283866298,6.41923930573577,42.2663686877753
0.164,4.37791381249262,6.40370931729076,42.2530804684478
0.165,4.35675767748456,6.38860510767779,42.2401269954611
0.166,4.33768773436363,6.35965439035046,42.2152166621588
0.167,4.32304283885007,6.34050913064112,42.1986837484981
0.168,4.28742530801901,6.32070164231464,42.1815286985607
0.169,4.26366540278214,6.28970451112275,42.1545790880951
0.17,4.25344042894685,6.2587210019871,42.1275142557349
0.171,4.23560371258337,6.239592213229,42.1107408477262
0.172,4.216763179698,6.22427024049634,42.0972700563341
0.173,4.19761670089109,6.19116407172063,42.0680552879795
0.174,4.17944424493628,6.1683251768884,42.0478138808363
0.175,4.16712773273516,6.14213101282242,42.0245105315883
0.176,4.15069871111708,6.12330737149538,42.007705633783
0.177,4.13222906480371,6.10240243955116,41.9889847701764
0.178,4.11213786350936,6.06635983053159,41.9565635586385
0.179,4.09665395985638,6.04695443459016,41.9390317239989
0.18,4.07979621935014,6.01793229078087,41.9127111881015
0.181,4.06018405156486,5.99456106067097,41.8914273590274
0.182,4.03979841052453,5.94965118446133,41.8503054755685
0.183,4.02459405078358,5.94092193833332,41.8422781573369
0.184,4.00931113253411,5.92481781050546,41.8274394157409
0.185,3.99154413220535,5.90852022939433,41.8123832100121
0.186,3.97286272744267,5.89282717295217,41.7978480094091
0.187,3.95234632463866,5.86792876147076,41.7747107291686
0.188,3.93799675552123,5.84917373270975,41.7572204010663
0.189,3.92654961817676,5.81866680264441,41.7286560953965
0.19,3.91504202691454,5.78418042147284,41.696193331088
0.191,3.90493494419121,5.75951988781261,41.6728665287051
0.192,3.88863341707577,5.74329135117851,41.6574637040087
0.193,3.87252072064076,5.72454051594445,41.6396151876216
0.194,3.8551249101982,5.71120393004602,41.626886445325
0.195,3.83763296443319,5.68515846009821,41.6019461853767
0.196,3.81848414879495,5.66215516012398,41.5798283139998
0.197,3.79283947255485,5.63918849666959,41.5576601118123
0.198,3.77169766444001,5.60301960490024,41.5225737155318
0.199,3.75609605232045,5.58748179813498,41.5074346579074
0.2,3.74348598549709,5.56922865261798,41.4895986511321
0.201,3.7269931734143,5.55458588356937,41.475250230083
0.202,3.71578105084198,5.53807440796963,41.4590274021183
0.203,3.69637106179847,5.52826536259373,41.4493680169477
0.204,3.68069022311184,5.49365732196074,41.4151571772208
0.205,3.66634706360323,5.47607018834383,41.3976932005706
0.206,3.65245147329729,5.44809595307396,41.3698045688028
0.207,3.63935162410432,5.43132472755915,41.3530192489933
0.208,3.62946956523587,5.41011189312327,41.3317178014557
0.209,3.615794242553,5.38379755790768,41.3051828308437
0.21,3.60701774831646,5.37010214986681,41.2913237312589
0.211,3.5903623160856,5.35201328212076,41.2729670355297
0.212,3.5809742804108,5.32505683788753,41.2455016677027
0.213,3.57129699263809,5.30193705272073,41.2218398405987
0.214,3.55507338314951,5.27379412635872,41.1929043261841
0.215,3.54588391202574,5.25781785755695,41.1764127143417
0.216,3.53383995630145,5.24602641312446,41.1642103268281
0.217,3.51037669880948,5.229692546556,41.1472640589261
0.218,3.50193758186154,5.21437665251725,41.1313281554543
0.219,3.49531037571382,5.19478536849807,41.1108788010757
0.22,3.47937690670891,5.17713980203679,41.0923975386257
0.221,3.46817813141505,5.16600861326242,41.0807083545809
0.222,3.45646770860129,5.14308556088163,41.0565605975493
0.223,3.44896166791389,5.12951816690049,41.0422201132652
0.224,3.43442584633292,5.11832680975431,41.0303639026296
0.225,3.42129799556268,5.10219346020485,41.0132286842555
0.226,3.40976662178604,5.0841288109372,40.9939810350751
0.227,3.39877321875485,5.07248532265216,40.9815405844648
0.228,3.38630966975117,5.05909504188323,40.9672001970389
0.229,3.37187359697852,5.04272438845094,40.9496188992795
0.23,3.36349625868279,5.02852280572106,40.9343231099005
0.231,3.35054861855227,5.01247454174025,40.9169888996097
0.232,3.34470482888617,4.99697700247239,40.9001994464265
0.233,3.3293638738826,4.97937028025264,40.8810648788435
0.234,3.31940672865668,4.9505578401989,40.8496131806442
0.235,3.3061663167069,4.93836117165045,40.836246894626
0.236,3.28887759897892,4.9231482454667,40.8195311102995
0.237,3.28061589791575,4.91208498872023,40.8073441106232
0.238,3.27007325927505,4.89084933827393,40.7838782851625
0.239,3.2616792446158,4.87741483839318,40.7689828972664
0.24,3.24877791700181,4.85691503649227,40.7461787080058
0.241,3.23539179294747,4.84172705030362,40.7292244568445
0.242,3.22313962305511,4.82656693417016,40.7122509159175
0.243,3.21508093330724,4.81550470568328,40.6998334918861
0.244,3.20478987136569,4.79297659816732,40.6744616463463
0.245,3.18677839383383,4.78192797252673,40.6619769699085
0.246,3.17478942819053,4.77213237956467,40.6508852846011
0.247,3.16864600830819,4.7582982687466,40.6351838873098
0.248,3.15819875431027,4.74923697150116,40.6248760387105
0.249,3.14785781751557,4.73728756900608,40.6112542172086
0.25,3.13917458444778,4.71315242314824,40.5836414968541
0.251,3.13227189134505,4.69671247379605,40.5647558775084
0.252,3.11600230018132,4.68076384439066,40.5463746760796
0.253,3.10177921730577,4.66211558895477,40.5248066316594
0.254,3.08900166655281,4.64903969567883,40.5096345902654
0.255,3.07903103756901,4.63866973472417,40.4975734710568
0.256,3.06761942448537,4.61826051508067,40.4737610350662
0.257,3.05926872143285,4.60286344858572,40.4557304272756
0.258,3.04693691912456,4.5936417631432,40.444904059794
0.259,3.03064853682577,4.58269728918975,40.4320283594996
0.26,3.0212377094364,4.57380896580263,40.4215501721647
0.261,3.01367938173107,4.56669013110055,40.4131440595941
0.262,3.00644363519047,4.55518255134626,40.3995293052568
0.263,2.99776930001703,4.54673144460018,40.3895099310745
0.264,2.98832422603127,4.53184793045918,40.3718215160482
0.265,2.98158324841901,4.50606578488217,40.3410499083444
0.266,2.97172586892338,4.49105361629909,40.3230556131813
0.267,2.96585365123889,4.47468460089122,40.3033698972674
0.268,2.95471280027532,4.46728000498577,40.2944425647971
0.269,2.94791915248403,4.45574634897766,40.2805090903229
0.27,2.93804637291112,4.43776630339591,40.2587196530573
0.271,2.93318278933516,4.42181874321081,40.239323256127
0.272,2.92623923726391,4.4116403211132,40.2269089825399
0.273,2.91492771633875,4.39465555315358,40.2061327398512
0.274,2.90265811728903,4.38022608528507,40.1884224072447
0.275,2.8937847344487,4.3653346100978,40.1700870222554
0.276,2.88594706220067,4.35134245816416,40.1528049208452
0.277,2.87975794367979,4.33962967738414,40.1382976481019
0.278,2.8693000298255,4.32564219404478,40.1209243385972
0.279,2.86043819849151,4.31518837033208,40.1079053047856
0.28,2.84912058145407,4.30420247327796,40.0941914364075
0.281,2.83783368537559,4.28955553973995,40.0758558379806
0.282,2.83296762499333,4.27321555302235,40.0553307840212
0.283,2.82578849943023,4.2615147553363,40.0405874604965
0.284,2.81341025371048,4.24656523931916,40.021694850778
0.285,2.80757930465842,4.23360023243447,40.0052591824455
0.286,2.7972326850285,4.22654555368684,39.9962959960121
0.287,2.79001072823348,4.21305142283439,39.9791118035595
0.288,2.78079046634528,4.19863945225041,39.9607012090692
0.289,2.77221741010101,4.18605223377438,39.9445726970486
0.29,2.76184169379025,4.1760046955129,39.9316654369336
0.291,2.74989076032131,4.16375560371502,39.9158902456967
0.292,2.7403996794734,4.15124549538443,39.8997335511104
0.293,2.73126910316221,4.14011524594733,39.8853201948656
0.294,2.72365064945204,4.12680238854153,39.8680322423857
0.295,2.71273310168045,4.11591265253386,39.8538516949918
0.296,2.69986992082835,4.10534504229049,39.840056676939
0.297,2.69431234452434,4.09609850197415,39.8279586359915
0.298,2.68307119619898,4.09011850782477,39.8201207474883
0.299,2.67438021427439,4.08158133818257,39.8089124228031
0.3,2.67209782542705,4.07518118441806,39.8004952172306
0.301,2.66146533583609,4.06898254676756,39.7923311218666
0.302,2.65428960330732,4.0604888771639,39.781125185349
0.303,2.64557399614646,4.04591599702866,39.7618470815532
0.304,2.63290400545587,4.02713911805352,39.7369106712228
0.305,2.6254771867871,4.01656129664302,39.7228145171476
0.306,2.61637583903696,3.99809858192067,39.6981266228568
0.307,2.60761605956435,3.9867904042204,39.6829523789934
0.308,2.59690562381661,3.97366756119955,39.6652920327869
0.309,2.59234557714116,3.96116754585463,39.6484185822254
0.31,2.58125024003912,3.95480347967426,39.6398085687323
0.311,2.57609530000514,3.94287287302862,39.6236322154448
0.312,2.56744538418336,3.93153498070129,39.608216624721
0.313,2.55591898017775,3.92102237876202,39.5938855996681
0.314,2.55054738250295,3.90760661999532,39.5755441549246
0.315,2.54464586268438,3.9012019205142,39.566766956434
0.316,2.53759678737921,3.89377617384883,39.5565734416163
0.317,2.53271218388463,3.88381003784895,39.5428637946275
0.318,2.52513040093148,3.87557772056913,39.5315141664995
0.319,2.5192801122036,3.86866309404959,39.5219636021688
0.32,2.51364836219321,3.85557397699988,39.5038405695892
0.321,2.50741329297323,3.84275901047699,39.4860407929852
0.322,2.50343723354325,3.83165043939707,39.4705657976854
0.323,2.49853055499899,3.82283200579056,39.4582509532675
0.324,2.48874173484945,3.8151847641991,39.4475499496858
0.325,2.48092502813722,3.80613110011161,39.4348547103665
0.326,2.47307643152481,3.79817372617136,39.4236731701708
0.327,2.46719493129253,3.79264373464776,39.4158895174841
0.328,2.46132659580204,3.78100297374315,39.3994697043537
0.329,2.45304151509523,3.77175410236444,39.3863897339506
0.33,2.44904772298866,3.76220450774563,39.3728526965559
0.331,2.4382159670627,3.75479380013933,39.3623252928836
0.332,2.43310131397665,3.74528639875483,39.3487906678304
0.333,2.4249734378079,3.73316787410585,39.3314918378985
0.334,2.41691512908639,3.72434304959915,39.3188613186973
0.335,2.40971617107597,3.71311378475455,39.302748590976
0.336,2.40137102713781,3.70702109563563,39.2939870360433
0.337,2.39676663202591,3.69284690093141,39.2735512825817
0.338,2.38829877681616,3.67780516676115,39.2517837289108
0.339,2.38241442127984,3.67057906315282,39.2412966639108
0.34,2.37550578639603,3.66130477073062,39.2278085657865
0.341,2.36844736361405,3.65228292632145,39.2146566862096
0.342,2.36115805626117,3.64105231814723,39.1982420712775
0.343,2.35403722422114,3.62759022009437,39.1785029368603
0.344,2.34479101249175,3.61895278748679,39.1658017086456
0.345,2.33855503070707,3.60955033132919,39.1519430171553
0.346,2.33158653989647,3.60245319788283,39.1414597002607
0.347,2.32736153236816,3.59385100150643,39.1287271125443
0.348,2.3194001890812,3.58828407234693,39.1204718827612
0.349,2.31416198186569,3.57993439810401,39.1080674616668
0.35,2.30801130258298,3.56933695452299,39.0922844163438
0.351,2.30353421009357,3.55744441856588,39.0745199189115
0.352,2.29863546088624,3.54786381188961,39.0601681489467
0.353,2.2915793308319,3.54110086831278,39.0500152548858
0.354,2.28638798943907,3.53200143623027,39.0363258511446
0.355,2.2796082334364,3.52138845660248,39.0203174171722
0.356,2.2716223130628,3.51364715703223,39.0086118995027
0.357,2.26580651730531,3.50589393427859,38.9968639924231
0.358,2.25987568997494,3.49683019795985,38.9830993100966
0.359,2.25397646903482,3.48623231006255,38.96696212581
0.36,2.24346158468079,3.48033121884745,38.9579566319821
0.361,2.23688801986807,3.47178622887891,38.9448908514006
0.362,2.22858063830877,3.46351164565267,38.9322096618868
0.363,2.22381202527188,3.45941622272094,38.9259226811475
0.364,2.21654568907346,3.45102766869491,38.9130233175062
0.365,2.21273186478252,3.43968378929813,38.8955324415201
0.366,2.20614610335355,3.43204168477339,38.8837186245397
0.367,2.20004621570875,3.41982440656948,38.8647806031016
0.368,2.19730643154051,3.41189784984103,38.8524595606055
0.369,2.19362926928225,3.40375471347222,38.8397737926849
0.37,2.19020102693679,3.39870615100888,38.8318945555373
0.371,2.17769926708348,3.39250819359034,38.822206401515
0.372,2.17102425854426,3.38254092263615,38.8065913863459
0.373,2.16278298148516,3.37460962108545,38.794135028767
0.374,2.15649168915329,3.36792538412702,38.7836158260701
0.375,2.14927569388675,3.35696861194444,38.7663302505029
0.376,2.14222753552482,3.35266165126038,38.7595209914554
0.377,2.13619577572005,3.34504463466409,38.7474584068389
0.378,2.13101908585141,3.33913906607439,38.7380883452756
0.379,2.12276290973734,3.33332185437386,38.7288432288015
0.38,2.11717610807517,3.32363511640693,38.713414678108
0.381,2.10983377444314,3.31743303718709,38.7035141027529
0.382,2.10420438512485,3.30263272668019,38.6798174113257
0.383,2.10036003513095,3.29402349010907,38.6659872492417
0.384,2.08791865357261,3.28175984790046,38.6462277459438
0.385,2.07977609706893,3.27400038413836,38.6336896154606
0.386,2.0712614897292,3.2652742467854,38.6195560793398
0.387,2.06565922646646,3.2562371601709,38.6048814415402
0.388,2.0623027997161,3.2484005552881,38.5921251593516
0.389,2.05616439670143,3.24119965716557,38.5803781505958
0.39,2.05156707019639,3.23632921030791,38.5724189567715
0.391,2.04403881503373,3.2269311515698,38.5570289635945
0.392,2.0385439551886,3.22236564014825,38.5495374090982
0.393,2.03413200628984,3.21325074756983,38.5345508951495
0.394,2.02833726821885,3.20514222681938,38.521185434191
0.395,2.02010337762873,3.19800016134792,38.509386669277
0.396,2.00832121635875,3.18806597127156,38.4929340650038
0.397,2.00487952450817,3.17961726919496,38.4789037331828
0.398,1.99856082521668,3.17241391040565,38.466913801309
0.399,1.99090845108835,3.16602602499404,38.4562598101623
0.4,1.98473591027471,3.15705413495439,38.4412619692224
0.401,1.97985440266485,3.14903669405502,38.4278257313853
0.402,1.97513485493079,3.14306450441851,38.4177961911319
0.403,1.96762937759838,3.13265672455659,38.4002747983117
0.404,1.96256686408771,3.12440512315539,38.3863444268359
0.405,1.95918408852635,3.11207995778761,38.3654726025715
0.406,1.95493919757686,3.10677357256115,38.3564626986357
0.407,1.94931218694278,3.09921317106561,38.3436006363772
0.408,1.94315378421743,3.08761683860472,38.3238151457545
0.409,1.93957044840893,3.07656445928992,38.3048927251991
0.41,1.93460200063842,3.06918255994724,38.2922188509209
0.411,1.92977304901014,3.06168494859623,38.2793169994161
0.412,1.92532670398562,3.05243393659098,38.2633569884653
0.413,1.92286150771759,3.04240127892509,38.2459970920167
0.414,1.9161312786519,3.03368108082712,38.2308645136599
0.415,1.91218759764279,3.02086420212924,38.2085485431945
0.416,1.90701035456935,3.01579184552425,38.199692327117
0.417,1.90239452180281,3.00820020061859,38.186411355116
0.418,1.89724933636002,3.00361328683559,38.1783716758731
0.419,1.8905491194167,2.99379108893788,38.1611170924034
0.42,1.88721048866911,2.98817702281495,38.151231044985
0.421,1.88016564187347,2.98058260768386,38.1378299644983
0.422,1.87837459534062,2.97468022346462,38.12739250609
0.423,1.87272224003562,2.96766833795284,38.1149677991446
0.424,1.86581675392532,2.96134379784584,38.1037374017075
0.425,1.85950204849093,2.95409740667379,38.0908424114782
0.426,1.85311353931864,2.94781535764198,38.0796394537238
0.427,1.84986480795519,2.9385320228006,38.0630431762132
0.428,1.84415759842701,2.93021451105115,38.0481317531004
0.429,1.83791366916471,2.92245453038384,38.0341840418023
0.43,1.83245911457979,2.9168379336536,38.024067156949
0.431,1.82937918434089,2.90838510854308,38.00880705438
0.432,1.82471143315222,2.90189780148001,37.9970671363489
0.433,1.82036557820496,2.89588628361563,37.9861662675061
0.434,1.81402447631451,2.89045200186161,37.9762938555991
0.435,1.80887696374248,2.88180847621873,37.9605553519883
0.436,1.80177669872001,2.87397074577578,37.9462457934104
0.437,1.79766569947488,2.86484226829756,37.9295335237106
0.438,1.79166782344222,2.85986963983423,37.9204087150717
0.439,1.78719135658818,2.85421030938971,37.9100057034161
0.44,1.78482818363213,2.84805745655097,37.8986735513394
0.441,1.77878260194045,2.84145024151653,37.8864790061348
0.442,1.7738644067795,2.83289619410669,37.8706517986137
0.443,1.76719025639463,2.82763249435468,37.8608903287876
0.444,1.76412401409054,2.81627512914853,37.8397701263916
0.445,1.75868352023561,2.80740916804012,37.8232274447565
0.446,1.75374348721118,2.79890654901946,37.8073166958824
0.447,1.74891794070125,2.79255374857659,37.7953992870958
0.448,1.744900310838,2.78613246138857,37.7833275808105
0.449,1.74066324371097,2.7733413588766,37.759203119759
0.45,1.73690084855708,2.76688552064921,37.7469876097756
0.451,1.73332418372732,2.76087243511023,37.7355858411871
0.452,1.72679357390158,2.75273734495661,37.7201233654164
0.453,1.71968089359893,2.74828328393505,37.7116393445238
0.454,1.71470562159993,2.74004238811302,37.6959082401727
0.455,1.70956021780111,2.731948827568,37.6804152323067
0.456,1.7052922371092,2.72608072545453,37.6691554023989
0.457,1.69938672879925,2.718666628363,37.6548966151004
0.458,1.69355094003875,2.71326078504634,37.6444771479845
0.459,1.68658863119647,2.71010259723373,37.6383809225732
0.46,1.68235218623718,2.70155511458676,37.6218483878526
0.461,1.67673378190193,2.69681986265236,37.6126683921943
0.462,1.67045970791173,2.68937778400205,37.5982102928918
0.463,1.66294034877215,2.68324154315614,37.5862609336127
0.464,1.65871591804099,2.67901969282465,37.5780246963533
0.465,1.65479287188314,2.66913779000311,37.5586989318635
0.466,1.6489032168989,2.66190265580204,37.5445069034597
0.467,1.64050013598403,2.65410440312025,37.5291698446025
0.468,1.63522645956554,2.64610687996107,37.513397046657
0.469,1.63042097539466,2.63913054668854,37.4996018088888
0.47,1.62536361503533,2.63340357934047,37.4882516038817
0.471,1.62105001266557,2.62462499261294,37.4708085569441
0.472,1.6152288716689,2.61987500591742,37.4613475839119
0.473,1.60782710480019,2.61212776416102,37.4458822527191
0.474,1.60387695770212,2.60681931997407,37.4352605670629
0.475,1.60082365825209,2.60342802245972,37.4284643191748
0.476,1.59581803521258,2.59463150795942,37.4107972363202
0.477,1.59292835576745,2.58951793232692,37.4005012906748
0.478,1.58761438083228,2.58552576502796,37.3924500329343
0.479,1.58332572310061,2.5782760684475,37.3777993603367
0.48,1.57747533327493,2.57259191277435,37.3662854906013
0.481,1.57110544791631,2.56598722974585,37.3528770998798
0.482,1.56528969739448,2.55926886729302,37.3392048017351
0.483,1.56055622509311,2.55532345651923,37.3311600018705
0.484,1.55726048251237,2.54995075405363,37.3201862353079
0.485,1.55219533830714,2.54256689842512,37.3050693874636
0.486,1.54706019793244,2.53721618675579,37.2940893155591
0.487,1.543568316771,2.52972341010305,37.278677156311
0.488,1.54095477993435,2.5238349172966,37.2665349565323
0.489,1.5365809447503,2.51580341603865,37.2499311038615
0.49,1.53307936349406,2.51141695068944,37.2408418715501
0.491,1.52833593910779,2.50267270628924,37.2226785307765
0.492,1.52574215235653,2.49704379342078,37.2109549072975
0.493,1.52157096396508,2.4907021477865,37.1977172426305
0.494,1.51757317954414,2.48386173178825,37.1834031114728
0.495,1.51373341734111,2.47747824631775,37.1700119095728
0.496,1.50851699136714,2.47263921817949,37.1598391719455
0.497,1.50616846867415,2.46803734771843,37.150147738909
